step,epoch,loss,avg_epoch_loss,lr,logit_scale,logit_bias,elapsed_s
36750,1,1.538975,2.767852,8.639e-05,39.0538,-0.405895,16922.1
36800,1,1.873618,2.76661,8.636e-05,39.0408,-0.406014,16944.7
36850,1,2.135479,2.765545,8.632e-05,39.016,-0.406082,16967.3
36900,1,2.314517,2.764239,8.628e-05,39.0374,-0.406235,16990.0
36950,1,1.491068,2.762999,8.624e-05,39.0331,-0.406395,17012.6
37000,1,2.037459,2.761927,8.621e-05,39.011,-0.406511,17035.4
37050,1,2.137292,2.761024,8.617e-05,38.9733,-0.406528,17062.0
37100,1,1.81623,2.759938,8.613e-05,38.9842,-0.406697,17084.7
37150,1,1.906482,2.758577,8.609e-05,39.0217,-0.406923,17107.5
37200,1,1.752396,2.757201,8.606e-05,39.0467,-0.407069,17130.2
37250,1,1.854191,2.755987,8.602e-05,39.0412,-0.40726,17152.8
37300,1,2.144508,2.754678,8.598e-05,39.0656,-0.40744,17175.3
37350,1,2.040488,2.753516,8.594e-05,39.0613,-0.407567,17197.8
37400,1,1.878495,2.752455,8.59e-05,39.0427,-0.407671,17220.5
37450,1,1.939086,2.751338,8.587e-05,39.0415,-0.407832,17243.1
37500,1,1.478661,2.749959,8.583e-05,39.0973,-0.408051,17265.8
37550,1,1.983385,2.748424,8.579e-05,39.1727,-0.408277,17288.5
37600,1,2.151242,2.747398,8.575e-05,39.132,-0.408385,17311.1
37650,1,1.935826,2.746537,8.571e-05,39.1052,-0.408452,17334.0
37700,1,1.791651,2.745289,8.568e-05,39.1599,-0.40867,17356.7
37750,1,1.92019,2.743991,8.564e-05,39.2001,-0.408886,17379.2
37800,1,2.055799,2.742831,8.56e-05,39.2008,-0.409033,17401.9
37850,1,2.096472,2.741704,8.556e-05,39.2022,-0.409163,17424.5
37900,1,1.395804,2.740463,8.552e-05,39.2313,-0.409388,17447.3
37950,1,1.829951,2.738837,8.549e-05,39.3342,-0.409734,17470.0
38000,1,2.004816,2.737752,8.545e-05,39.2889,-0.409801,17492.6
38050,1,2.105647,2.736576,8.541e-05,39.3028,-0.409954,17519.0
38100,1,2.135796,2.735519,8.537e-05,39.2793,-0.410162,17541.6
38150,1,2.078795,2.734605,8.533e-05,39.2588,-0.410161,17564.3
38200,1,1.819158,2.733507,8.529e-05,39.2697,-0.410333,17587.0
38250,1,1.838039,2.732352,8.526e-05,39.2843,-0.410552,17609.7
38300,1,1.955199,2.731154,8.522e-05,39.3044,-0.410729,17632.5
38350,1,1.8235,2.72977,8.518e-05,39.3688,-0.411011,17655.0
38400,1,1.665825,2.728262,8.514e-05,39.4282,-0.411345,17677.7
38450,1,2.038453,2.726954,8.51e-05,39.4424,-0.411477,17700.6
38500,1,2.104785,2.725798,8.506e-05,39.4406,-0.411586,17724.5
38550,1,1.7872,2.724359,8.502e-05,39.4847,-0.411781,17748.5
38600,1,1.733029,2.72314,8.498e-05,39.4876,-0.411898,17773.2
38650,1,1.877049,2.722186,8.495e-05,39.4472,-0.411988,17797.3
38700,1,2.082619,2.721331,8.491e-05,39.3974,-0.412033,17821.5
38750,1,2.373881,2.720485,8.487e-05,39.3684,-0.412164,17845.9
38800,1,1.280522,2.719494,8.483e-05,39.3623,-0.412288,17868.8
38850,1,1.915076,2.718313,8.479e-05,39.3864,-0.412445,17892.0
38900,1,1.524698,2.717141,8.475e-05,39.3978,-0.412586,17914.7
38950,1,1.647816,2.715904,8.471e-05,39.4224,-0.41278,17937.4
39000,1,1.753242,2.714645,8.467e-05,39.4461,-0.412967,17960.1
39050,1,1.384091,2.713431,8.463e-05,39.4653,-0.413173,17986.5
39100,1,1.822996,2.712334,8.459e-05,39.4582,-0.413266,18009.1
39150,1,1.607216,2.711133,8.455e-05,39.4779,-0.413421,18031.7
39200,1,1.753319,2.70985,8.452e-05,39.5246,-0.41374,18054.3
39250,1,1.687157,2.708744,8.448e-05,39.5181,-0.413871,18076.9
39300,1,1.860187,2.707435,8.444e-05,39.5539,-0.41403,18099.7
39350,1,1.735906,2.706335,8.44e-05,39.5412,-0.414143,18122.4
39400,1,1.805584,2.705237,8.436e-05,39.5461,-0.414235,18145.0
39450,1,1.693705,2.704056,8.432e-05,39.5683,-0.414426,18167.6
39500,1,1.933135,2.702993,8.428e-05,39.5634,-0.41456,18190.3
39550,1,2.234453,2.702014,8.424e-05,39.5571,-0.414719,18213.0
39600,1,1.394401,2.70094,8.42e-05,39.5589,-0.414804,18235.6
39650,1,2.221889,2.699919,8.416e-05,39.5555,-0.414857,18258.3
39700,1,1.356535,2.698794,8.412e-05,39.5693,-0.415055,18280.9
39750,1,1.524965,2.697587,8.408e-05,39.5933,-0.41523,18303.4
39800,1,1.640243,2.696401,8.404e-05,39.6038,-0.415377,18326.1
39850,1,1.602168,2.695336,8.4e-05,39.5999,-0.415459,18348.9
39900,1,1.957774,2.694393,8.396e-05,39.5807,-0.415584,18371.6
39950,1,1.755425,2.693355,8.392e-05,39.6019,-0.415789,18394.2
40000,1,1.155349,2.691999,8.388e-05,39.6653,-0.416078,18416.9
40050,1,1.053223,2.690449,8.384e-05,39.751,-0.416415,18443.4
40100,1,1.465832,2.688832,8.38e-05,39.8376,-0.416765,18466.1
40150,1,1.474545,2.687288,8.376e-05,39.9207,-0.417144,18488.8
40200,1,1.569761,2.685591,8.372e-05,40.0372,-0.417502,18511.5
40250,1,2.000865,2.684577,8.368e-05,39.9775,-0.417602,18534.3
40300,1,1.930761,2.68345,8.364e-05,39.9808,-0.417719,18557.1
40350,1,1.328699,2.682097,8.36e-05,40.0513,-0.418075,18579.7
40400,1,1.341601,2.680691,8.356e-05,40.1247,-0.418273,18602.4
40450,1,1.682426,2.67947,8.352e-05,40.1281,-0.418464,18624.9
40500,1,1.653012,2.678367,8.348e-05,40.1104,-0.418553,18647.5
40550,1,1.924589,2.677164,8.344e-05,40.128,-0.418708,18670.2
40600,1,1.97745,2.676213,8.34e-05,40.0797,-0.418757,18692.7
40650,1,1.83656,2.675124,8.336e-05,40.0939,-0.418943,18715.3
40700,1,2.003794,2.673915,8.332e-05,40.1358,-0.419209,18738.1
40750,1,1.83806,2.672712,8.328e-05,40.1482,-0.419322,18760.6
40800,1,1.645084,2.671627,8.324e-05,40.1432,-0.419453,18783.4
40850,1,1.659849,2.670127,8.32e-05,40.2357,-0.419731,18806.0
40900,1,1.697153,2.668815,8.315e-05,40.2547,-0.419977,18828.6
40950,1,1.689992,2.667511,8.311e-05,40.2904,-0.420197,18851.3
41000,1,1.68173,2.666377,8.307e-05,40.272,-0.420297,18873.9
41050,1,2.008568,2.665326,8.303e-05,40.2662,-0.420354,18901.9
41100,1,1.792785,2.664285,8.299e-05,40.2482,-0.420542,18924.5
41150,1,2.074017,2.663457,8.295e-05,40.2004,-0.420555,18947.2
41200,1,1.9825,2.662385,8.291e-05,40.2216,-0.420696,18969.8
41250,1,1.13627,2.661106,8.287e-05,40.2633,-0.420876,18992.3
41300,1,2.061046,2.660033,8.283e-05,40.2537,-0.421002,19014.9
41350,1,1.154783,2.658883,8.279e-05,40.2721,-0.421136,19037.6
41400,1,1.83832,2.657593,8.275e-05,40.3084,-0.421395,19060.1
41450,1,2.042125,2.656472,8.27e-05,40.3083,-0.421474,19082.8
41500,1,1.605941,2.655404,8.266e-05,40.3022,-0.421581,19105.4
41550,1,1.646226,2.65401,8.262e-05,40.3661,-0.421833,19128.0
41600,1,1.454636,2.652756,8.258e-05,40.387,-0.422004,19150.6
41650,1,1.788797,2.6517,8.254e-05,40.3585,-0.422108,19173.3
41700,1,1.909636,2.650782,8.25e-05,40.3271,-0.422126,19196.1
41750,1,1.969531,2.649861,8.246e-05,40.3085,-0.422273,19218.9
41800,1,1.858474,2.648814,8.242e-05,40.3137,-0.422438,19241.5
41850,1,2.066625,2.647666,8.237e-05,40.3362,-0.422538,19264.1
41900,1,2.170648,2.646462,8.233e-05,40.3588,-0.422669,19286.7
41950,1,1.500362,2.645338,8.229e-05,40.3634,-0.422813,19309.4
42000,1,2.105343,2.644319,8.225e-05,40.3695,-0.422999,19331.9
42050,1,1.642889,2.643389,8.221e-05,40.3479,-0.423081,19358.7
42100,1,1.831615,2.642403,8.217e-05,40.3517,-0.423136,19381.4
42150,1,1.678689,2.64147,8.213e-05,40.331,-0.423255,19404.1
42200,1,1.106753,2.640346,8.208e-05,40.3725,-0.423477,19426.6
42250,1,1.377842,2.639051,8.204e-05,40.4196,-0.423622,19449.2
42300,1,2.354227,2.638,8.2e-05,40.4112,-0.42372,19471.9
42350,1,1.642526,2.637064,8.196e-05,40.3997,-0.423856,19494.4
42400,1,1.605174,2.63601,8.192e-05,40.4046,-0.424026,19517.1
42450,1,1.839034,2.634842,8.187e-05,40.4404,-0.424193,19539.9
42500,1,1.588259,2.633702,8.183e-05,40.4538,-0.424342,19562.6
42550,1,1.497959,2.632602,8.179e-05,40.4605,-0.424459,19585.3
42600,1,1.716271,2.631428,8.175e-05,40.4966,-0.424619,19608.2
42650,1,2.203976,2.630347,8.171e-05,40.4983,-0.424758,19630.9
42700,1,1.540267,2.629377,8.166e-05,40.494,-0.424866,19653.7
42750,1,1.663348,2.628289,8.162e-05,40.5134,-0.42507,19676.4
42800,1,1.50487,2.627017,8.158e-05,40.5748,-0.425271,19699.2
42850,1,2.211796,2.625953,8.154e-05,40.5711,-0.425441,19721.8
42900,1,1.48148,2.624719,8.15e-05,40.6089,-0.425655,19744.3
42950,1,2.160947,2.62359,8.145e-05,40.622,-0.42578,19767.0
43000,1,1.363513,2.622515,8.141e-05,40.6378,-0.425917,19789.7
43050,1,1.676541,2.621305,8.137e-05,40.6794,-0.426172,19816.9
43100,1,1.911429,2.620223,8.133e-05,40.6779,-0.426334,19839.5
43150,1,1.609949,2.619076,8.128e-05,40.7113,-0.42651,19862.2
43200,1,2.031344,2.61794,8.124e-05,40.7258,-0.426649,19885.0
43250,1,1.066547,2.616671,8.12e-05,40.7595,-0.426796,19907.6
43300,1,1.800084,2.615536,8.116e-05,40.761,-0.426864,19930.3
43350,1,1.395751,2.614515,8.111e-05,40.7546,-0.427031,19953.0
43400,1,1.777705,2.613393,8.107e-05,40.7894,-0.427247,19975.7
43450,1,1.907076,2.612344,8.103e-05,40.8023,-0.427385,19998.3
43500,1,2.006358,2.611411,8.099e-05,40.7727,-0.427444,20021.1
43550,1,2.006856,2.610477,8.094e-05,40.7711,-0.427535,20043.6
43600,1,1.867437,2.609485,8.09e-05,40.7829,-0.427694,20066.3
43650,1,1.369139,2.6084,8.086e-05,40.8075,-0.427921,20089.0
43700,1,1.216752,2.607318,8.082e-05,40.8235,-0.4281,20111.6
43750,1,1.435233,2.606164,8.077e-05,40.8476,-0.428226,20134.3
43800,1,1.479292,2.604942,8.073e-05,40.8812,-0.428415,20156.9
43850,1,1.614173,2.603894,8.069e-05,40.8749,-0.428489,20179.5
43900,1,2.070471,2.602914,8.064e-05,40.8707,-0.428608,20202.3
43950,1,1.297747,2.601878,8.06e-05,40.8757,-0.428712,20225.1
44000,1,1.461336,2.600783,8.056e-05,40.9067,-0.428937,20247.6
44050,1,1.769702,2.599527,8.052e-05,40.9562,-0.429141,20274.3
44100,1,1.627626,2.598382,8.047e-05,40.983,-0.429277,20297.1
44150,1,1.254278,2.597134,8.043e-05,41.0364,-0.429547,20319.7
44200,1,2.158169,2.596085,8.039e-05,41.028,-0.429661,20342.3
44250,1,1.26437,2.595032,8.034e-05,41.0306,-0.429734,20364.8
44300,1,1.487271,2.594009,8.03e-05,41.0275,-0.429828,20387.7
44350,1,1.597134,2.592987,8.026e-05,41.0443,-0.429997,20410.3
44400,1,1.568735,2.591883,8.021e-05,41.0616,-0.430138,20433.0
44450,1,1.577019,2.590718,8.017e-05,41.0984,-0.430314,20455.6
44500,1,1.395583,2.589306,8.013e-05,41.1843,-0.430574,20478.4
44550,1,1.781748,2.588173,8.008e-05,41.193,-0.430697,20501.0
44600,1,1.707886,2.587045,8.004e-05,41.2204,-0.430906,20523.8
44650,1,1.067647,2.585768,8e-05,41.2621,-0.431045,20546.6
44700,1,1.920906,2.584537,7.995e-05,41.3061,-0.431208,20569.3
44750,1,1.582039,2.583674,7.991e-05,41.2399,-0.431305,20591.9
44800,1,1.189376,2.582341,7.987e-05,41.3185,-0.431573,20614.4
44850,1,1.869992,2.581153,7.982e-05,41.334,-0.431696,20637.1
44900,1,1.410894,2.579903,7.978e-05,41.3771,-0.431944,20659.7
44950,1,1.675237,2.578557,7.973e-05,41.4374,-0.432185,20682.4
45000,1,1.552314,2.577242,7.969e-05,41.4753,-0.432298,20704.9
45050,1,1.768808,2.576028,7.965e-05,41.4988,-0.432434,20731.3
45100,1,1.722042,2.57509,7.96e-05,41.455,-0.432486,20754.0
45150,1,2.047661,2.574289,7.956e-05,41.4035,-0.432553,20776.6
45200,1,1.546092,2.573524,7.952e-05,41.3594,-0.432587,20799.2
45250,1,1.523904,2.572666,7.947e-05,41.3604,-0.432695,20821.9
45300,1,1.07415,2.571648,7.943e-05,41.3694,-0.43289,20844.6
45350,1,2.019756,2.570573,7.938e-05,41.3853,-0.432978,20867.2
45400,1,1.585515,2.569712,7.934e-05,41.3573,-0.432992,20889.9
45450,1,1.674519,2.568786,7.93e-05,41.3589,-0.433086,20912.7
45500,1,1.82253,2.56763,7.925e-05,41.4112,-0.433289,20935.5
45550,1,1.224036,2.566395,7.921e-05,41.4579,-0.43351,20958.1
45600,1,1.435178,2.56527,7.916e-05,41.4653,-0.433579,20980.9
45650,1,1.606664,2.564331,7.912e-05,41.4553,-0.433729,21003.5
45700,1,1.760532,2.563269,7.907e-05,41.4835,-0.43386,21026.1
45750,1,2.024696,2.56242,7.903e-05,41.4524,-0.43392,21048.8
45800,1,1.639315,2.561425,7.899e-05,41.4633,-0.433991,21071.7
45850,1,1.446532,2.560349,7.894e-05,41.4859,-0.434181,21094.3
45900,1,1.340291,2.559192,7.89e-05,41.5211,-0.434318,21116.9
45950,1,1.770207,2.558092,7.885e-05,41.54,-0.434526,21139.6
46000,1,1.912782,2.557148,7.881e-05,41.5265,-0.434662,21162.3
46050,1,1.378532,2.556254,7.876e-05,41.5104,-0.43467,21188.9
46100,1,1.943614,2.555412,7.872e-05,41.4927,-0.434747,21211.6
46150,1,1.429949,2.554406,7.868e-05,41.5123,-0.434867,21234.3
46200,1,1.216122,2.553262,7.863e-05,41.5395,-0.43502,21257.0
46250,1,1.486856,2.552112,7.859e-05,41.5725,-0.435181,21279.7
46300,1,1.563161,2.551014,7.854e-05,41.6012,-0.435401,21302.3
46350,1,1.456151,2.550003,7.85e-05,41.6063,-0.435521,21325.0
46400,1,1.981595,2.548865,7.845e-05,41.6386,-0.435735,21347.6
46450,1,1.606611,2.54783,7.841e-05,41.6397,-0.435856,21370.3
46500,1,1.621708,2.546789,7.836e-05,41.6448,-0.435969,21392.9
46550,1,2.122669,2.545957,7.832e-05,41.604,-0.436029,21415.5
46600,1,1.690128,2.54532,7.827e-05,41.5623,-0.436088,21438.2
46650,1,1.927708,2.544344,7.823e-05,41.5872,-0.436197,21460.8
46700,1,1.50148,2.543409,7.818e-05,41.5849,-0.43628,21483.4
46750,1,1.86827,2.542323,7.814e-05,41.6355,-0.436445,21506.0
46800,1,1.297672,2.541174,7.809e-05,41.678,-0.43668,21528.6
46850,1,2.361682,2.540211,7.805e-05,41.6737,-0.436816,21551.4
46900,1,1.99279,2.539414,7.8e-05,41.6362,-0.436857,21574.0
46950,1,1.813501,2.538663,7.796e-05,41.613,-0.436944,21596.6
47000,1,1.58039,2.537911,7.791e-05,41.585,-0.436944,21619.3
47050,1,1.826118,2.536999,7.787e-05,41.6186,-0.43713,21648.6
47100,1,1.693064,2.536167,7.782e-05,41.5962,-0.437245,21672.8
47150,1,1.48856,2.535246,7.778e-05,41.6147,-0.437368,21697.1
47200,1,0.825777,2.534173,7.773e-05,41.6406,-0.437534,21721.3
47250,1,2.005949,2.532988,7.769e-05,41.6698,-0.437678,21745.4
47300,1,1.603954,2.531685,7.764e-05,41.7139,-0.437781,21769.3
47350,1,1.676583,2.530813,7.76e-05,41.6895,-0.437853,21793.8
47400,1,1.765769,2.529971,7.755e-05,41.6737,-0.437851,21817.1
47450,1,1.337064,2.529033,7.751e-05,41.685,-0.438029,21840.2
47500,1,1.791215,2.528038,7.746e-05,41.7119,-0.438128,21863.1
47550,1,1.768946,2.527065,7.742e-05,41.731,-0.43824,21885.6
47600,1,1.092849,2.52615,7.737e-05,41.7407,-0.438446,21908.3
47650,1,1.526931,2.524977,7.732e-05,41.807,-0.438632,21930.9
47700,1,1.371481,2.523928,7.728e-05,41.8225,-0.438781,21953.5
47750,1,1.911598,2.522974,7.723e-05,41.8268,-0.438867,21976.1
47800,1,2.361183,2.522123,7.719e-05,41.817,-0.438997,21998.6
47850,1,1.710501,2.521193,7.714e-05,41.8202,-0.439081,22021.4
47900,1,1.22453,2.520215,7.71e-05,41.8306,-0.439169,22043.9
47950,1,1.569095,2.519291,7.705e-05,41.8352,-0.439281,22066.5
48000,1,1.208951,2.518132,7.7e-05,41.893,-0.439527,22089.1
48050,1,1.380747,2.517004,7.696e-05,41.9325,-0.43974,22115.5
48100,1,1.598879,2.515925,7.691e-05,41.9569,-0.439841,22138.2
48150,1,1.380804,2.514845,7.687e-05,41.999,-0.440089,22160.9
48200,1,1.02928,2.513611,7.682e-05,42.1038,-0.440405,22183.6
48250,1,1.638592,2.512332,7.678e-05,42.1888,-0.440606,22206.3
48300,1,1.420789,2.511418,7.673e-05,42.1463,-0.440672,22229.0
48350,1,1.406886,2.510393,7.668e-05,42.1657,-0.44086,22251.6
48400,1,1.608345,2.509605,7.664e-05,42.1133,-0.440884,22274.2
48450,1,1.567747,2.508883,7.659e-05,42.0862,-0.440923,22296.8
48500,1,1.242478,2.508027,7.655e-05,42.0927,-0.441034,22319.5
48550,1,1.457037,2.506975,7.65e-05,42.1397,-0.441202,22342.1
48600,1,1.307012,2.505924,7.645e-05,42.1795,-0.44137,22364.8
48650,1,1.562693,2.504774,7.641e-05,42.2397,-0.44154,22387.5
48700,1,1.527454,2.503871,7.636e-05,42.2232,-0.441731,22410.1
48750,1,0.964972,2.502802,7.632e-05,42.2537,-0.441787,22433.0
48800,1,2.103352,2.501659,7.627e-05,42.2903,-0.441957,22455.7
48850,1,1.804153,2.500615,7.622e-05,42.2957,-0.442051,22478.3
48900,1,1.459336,2.499773,7.618e-05,42.2733,-0.442104,22501.1
48950,1,1.486746,2.498966,7.613e-05,42.2481,-0.442221,22523.8
49000,1,1.00609,2.497597,7.608e-05,42.3812,-0.442506,22546.5
49050,1,1.217799,2.496536,7.604e-05,42.4017,-0.442748,22572.8
49100,1,1.487088,2.495654,7.599e-05,42.3797,-0.442816,22595.3
49150,1,0.800899,2.494761,7.594e-05,42.3633,-0.442871,22618.1
49200,1,1.941636,2.493843,7.59e-05,42.3578,-0.442922,22640.9
49250,1,1.96365,2.493186,7.585e-05,42.3127,-0.442919,22663.5
49300,1,1.921055,2.492521,7.58e-05,42.2752,-0.442926,22686.1
49350,1,1.297186,2.491722,7.576e-05,42.2806,-0.443018,22708.8
49400,1,1.087097,2.490521,7.571e-05,42.3578,-0.44329,22731.5
49450,1,2.195475,2.489437,7.566e-05,42.3968,-0.443502,22754.1
49500,1,1.589972,2.488646,7.562e-05,42.359,-0.44354,22776.8
49550,1,1.902536,2.487938,7.557e-05,42.3284,-0.443625,22799.5
49600,1,1.297055,2.487196,7.552e-05,42.3192,-0.443661,22822.2
49650,1,1.529963,2.486216,7.548e-05,42.3553,-0.443816,22844.8
49700,1,1.760367,2.485378,7.543e-05,42.3369,-0.443877,22867.6
49750,1,1.012619,2.484336,7.538e-05,42.3921,-0.444008,22890.4
49800,1,1.185717,2.483143,7.534e-05,42.4639,-0.444232,22913.2
49850,1,1.351767,2.482077,7.529e-05,42.4987,-0.444389,22936.0
49900,1,1.778796,2.481042,7.524e-05,42.5321,-0.444522,22958.6
49950,1,1.574206,2.480218,7.52e-05,42.4834,-0.444619,22981.3
50000,1,0.829632,2.479081,7.515e-05,42.5618,-0.444844,23004.1
50050,1,1.860622,2.478239,7.51e-05,42.5327,-0.444878,23030.7
50100,1,2.045411,2.477492,7.506e-05,42.5015,-0.444922,23053.4
50150,1,1.929778,2.476682,7.501e-05,42.4965,-0.444985,23076.0
50200,1,1.824502,2.475844,7.496e-05,42.4977,-0.44512,23098.6
50250,1,1.210488,2.474927,7.491e-05,42.5147,-0.445194,23121.3
50300,1,1.637161,2.473762,7.487e-05,42.5947,-0.445426,23143.9
50350,1,1.835976,2.472799,7.482e-05,42.5962,-0.445563,23166.5
50400,1,1.750063,2.471928,7.477e-05,42.5869,-0.445601,23189.1
50450,1,1.356801,2.47099,7.473e-05,42.6039,-0.445748,23211.7
50500,1,1.3927,2.470017,7.468e-05,42.6389,-0.44588,23234.3
50550,1,2.03313,2.469248,7.463e-05,42.6014,-0.44596,23257.1
50600,1,1.790587,2.468368,7.458e-05,42.6083,-0.446055,23279.7
50650,1,1.612482,2.467495,7.454e-05,42.6073,-0.446134,23302.4
50700,1,1.215848,2.466489,7.449e-05,42.6394,-0.446284,23324.9
50750,1,1.291355,2.465389,7.444e-05,42.6803,-0.446434,23347.6
50800,1,1.578634,2.464379,7.439e-05,42.7025,-0.446537,23370.3
50850,1,1.266526,2.463573,7.435e-05,42.6679,-0.44662,23393.1
50900,1,1.382886,2.462539,7.43e-05,42.7344,-0.446805,23415.7
50950,1,1.903275,2.461723,7.425e-05,42.701,-0.446892,23438.5
51000,1,1.45529,2.460929,7.42e-05,42.6794,-0.446995,23461.2
51050,1,1.360975,2.459841,7.416e-05,42.7666,-0.447283,23488.6
51100,1,1.290189,2.458728,7.411e-05,42.8171,-0.447464,23511.4
51150,1,1.750559,2.45786,7.406e-05,42.8016,-0.447524,23534.0
51200,1,1.131805,2.456927,7.401e-05,42.8148,-0.447616,23556.6
51250,1,1.828053,2.455877,7.397e-05,42.861,-0.447786,23579.1
51300,1,1.775737,2.455202,7.392e-05,42.8056,-0.447807,23601.7
51350,1,1.921991,2.454544,7.387e-05,42.7769,-0.447864,23624.3
51400,1,1.697805,2.453848,7.382e-05,42.7565,-0.447937,23647.0
51450,1,1.609592,2.453081,7.378e-05,42.7641,-0.448077,23669.7
51500,1,1.405235,2.452255,7.373e-05,42.7685,-0.448148,23692.3
51550,1,1.403243,2.451286,7.368e-05,42.8334,-0.448326,23715.0
51600,1,1.430581,2.450395,7.363e-05,42.8504,-0.448477,23737.5
51650,1,0.934435,2.44936,7.358e-05,42.8996,-0.448706,23760.3
51700,1,1.14964,2.448402,7.354e-05,42.9158,-0.448752,23782.8
51750,1,1.480335,2.447551,7.349e-05,42.9055,-0.448839,23805.4
51800,1,2.207727,2.446739,7.344e-05,42.8986,-0.448939,23828.0
51850,1,1.714409,2.445957,7.339e-05,42.8814,-0.448987,23850.6
51900,1,1.495434,2.44511,7.334e-05,42.8955,-0.449119,23873.3
51950,1,1.249039,2.44423,7.33e-05,42.9188,-0.449292,23896.0
52000,1,1.327827,2.443307,7.325e-05,42.9506,-0.449405,23918.7
52050,1,1.503131,2.442263,7.32e-05,43.0119,-0.449598,23945.2
52100,1,1.78156,2.441235,7.315e-05,43.0553,-0.449736,23967.9
52150,1,1.108656,2.440427,7.31e-05,43.0202,-0.449826,23990.6
52200,1,1.615202,2.439431,7.305e-05,43.0782,-0.449955,24013.3
52250,1,1.713338,2.438673,7.301e-05,43.0407,-0.450067,24035.9
52300,1,1.820027,2.438008,7.296e-05,42.9977,-0.450104,24058.8
52350,1,1.726615,2.437272,7.291e-05,42.9932,-0.450128,24081.4
52400,1,1.928185,2.436478,7.286e-05,42.991,-0.450209,24104.0
52450,1,1.587977,2.435692,7.281e-05,42.9839,-0.450286,24126.7
52500,1,1.744875,2.434948,7.276e-05,42.9675,-0.450378,24149.3
52550,1,1.794209,2.434269,7.272e-05,42.9451,-0.450465,24172.0
52600,1,1.685896,2.433338,7.267e-05,43.0238,-0.450657,24194.7
52650,1,1.066681,2.432228,7.262e-05,43.1242,-0.450912,24217.4
52700,1,1.901885,2.43129,7.257e-05,43.1397,-0.451011,24240.0
52750,1,1.438658,2.430595,7.252e-05,43.0973,-0.451118,24262.6
52800,1,1.527826,2.429896,7.247e-05,43.0786,-0.45118,24285.3
52850,1,1.565736,2.429072,7.243e-05,43.0943,-0.451271,24308.0
52900,1,1.554953,2.428037,7.238e-05,43.1667,-0.451457,24330.6
52950,1,1.961404,2.427191,7.233e-05,43.1558,-0.451532,24353.2
53000,1,2.225345,2.426518,7.228e-05,43.1128,-0.451564,24375.8
53050,1,1.836369,2.425892,7.223e-05,43.0826,-0.451605,24402.5
53100,1,1.584419,2.425189,7.218e-05,43.0853,-0.451756,24425.2
53150,1,1.422565,2.424167,7.213e-05,43.179,-0.451949,24447.8
53200,1,1.639078,2.423241,7.208e-05,43.2049,-0.452067,24470.5
53250,1,1.552886,2.422398,7.204e-05,43.208,-0.452178,24493.0
53300,1,1.602916,2.421478,7.199e-05,43.254,-0.452364,24515.5
53350,1,1.084647,2.420373,7.194e-05,43.3269,-0.45258,24538.2
53400,1,1.734169,2.41931,7.189e-05,43.3852,-0.452712,24560.9
53450,1,1.281408,2.418453,7.184e-05,43.3652,-0.452851,24583.5
53500,1,1.680097,2.417512,7.179e-05,43.4015,-0.452898,24606.2
53550,1,2.07437,2.416974,7.174e-05,43.3048,-0.452979,24628.9
53600,1,1.284699,2.416224,7.169e-05,43.3253,-0.453095,24651.5
53650,1,1.728213,2.4154,7.164e-05,43.342,-0.453219,24674.3
53700,1,1.386366,2.414502,7.16e-05,43.3821,-0.453431,24697.1
53750,1,1.323205,2.413509,7.155e-05,43.4423,-0.453641,24719.7
53800,1,1.014695,2.412458,7.15e-05,43.5297,-0.453824,24742.3
53850,1,1.709739,2.411577,7.145e-05,43.5266,-0.453938,24764.9
53900,1,1.780194,2.410707,7.14e-05,43.5304,-0.454002,24787.6
53950,1,1.063859,2.409764,7.135e-05,43.5629,-0.45417,24810.1
54000,1,1.119958,2.408776,7.13e-05,43.6055,-0.454322,24832.8
54050,1,1.595751,2.407825,7.125e-05,43.6326,-0.454393,24861.2
54100,1,1.683912,2.407087,7.12e-05,43.593,-0.454498,24884.0
54150,1,1.553259,2.406438,7.115e-05,43.5421,-0.454532,24906.7
54200,1,1.587126,2.405593,7.11e-05,43.581,-0.454598,24929.3
54250,1,1.682699,2.404659,7.105e-05,43.641,-0.454843,24951.8
54300,1,1.855798,2.403841,7.101e-05,43.6316,-0.454926,24974.4
54350,1,1.96171,2.403188,7.096e-05,43.5905,-0.455007,24997.1
54400,1,0.995051,2.40247,7.091e-05,43.5966,-0.455121,25019.7
54450,1,1.243519,2.401578,7.086e-05,43.6367,-0.455264,25042.4
54500,1,1.456806,2.400668,7.081e-05,43.6562,-0.455365,25065.0
54550,1,1.472894,2.399975,7.076e-05,43.6192,-0.455367,25087.6
54600,1,1.660404,2.399244,7.071e-05,43.6186,-0.455422,25110.3
54650,1,0.989871,2.398245,7.066e-05,43.6691,-0.455611,25133.0
54700,1,0.931266,2.397041,7.061e-05,43.7669,-0.455803,25155.7
54750,1,1.183223,2.39609,7.056e-05,43.7848,-0.455983,25178.4
54800,1,1.634949,2.395137,7.051e-05,43.8027,-0.456104,25201.1
54850,1,1.662028,2.394208,7.046e-05,43.8238,-0.456212,25223.8
54900,1,1.687257,2.393279,7.041e-05,43.8598,-0.456343,25246.3
54950,1,1.56195,2.392479,7.036e-05,43.8407,-0.456405,25269.0
55000,1,1.524853,2.391757,7.031e-05,43.8162,-0.456529,25291.7
55050,1,1.255048,2.390894,7.026e-05,43.8363,-0.456642,25318.4
55100,1,1.440621,2.389866,7.021e-05,43.9045,-0.456799,25341.1
