step,epoch,loss,avg_epoch_loss,lr,logit_scale,logit_bias,elapsed_s
18350,1,2.619991,3.446633,9.687e-05,32.3974,-0.323315,8484.9
18400,1,2.21694,3.443959,9.685e-05,32.4174,-0.323593,8507.4
18450,1,2.463613,3.441208,9.684e-05,32.4396,-0.323964,8530.1
18500,1,2.419331,3.438658,9.682e-05,32.4515,-0.324213,8552.6
18550,1,1.88805,3.435713,9.68e-05,32.5032,-0.324513,8575.4
18600,1,2.563642,3.433178,9.678e-05,32.5099,-0.324791,8598.0
18650,1,2.374251,3.430652,9.676e-05,32.534,-0.325071,8620.6
18700,1,2.257413,3.428037,9.674e-05,32.5508,-0.325361,8643.2
18750,1,1.904439,3.425483,9.672e-05,32.5637,-0.325697,8665.8
18800,1,2.296833,3.422367,9.67e-05,32.6279,-0.326099,8688.5
18850,1,2.369671,3.419654,9.668e-05,32.6347,-0.326352,8711.0
18900,1,2.429148,3.41689,9.666e-05,32.664,-0.326681,8733.7
18950,1,2.675291,3.41436,9.664e-05,32.6701,-0.326914,8756.4
19000,1,2.446733,3.411733,9.662e-05,32.6926,-0.327195,8779.1
19050,1,2.074011,3.408789,9.66e-05,32.7417,-0.327503,8805.8
19100,1,2.392929,3.406031,9.658e-05,32.777,-0.327841,8828.4
19150,1,2.483195,3.403673,9.656e-05,32.7771,-0.328076,8851.0
19200,1,2.592952,3.401451,9.654e-05,32.7832,-0.32833,8873.6
19250,1,2.729706,3.39909,9.652e-05,32.7855,-0.328579,8896.2
19300,1,2.327679,3.396352,9.65e-05,32.8479,-0.329022,8918.7
19350,1,2.328212,3.393317,9.648e-05,32.9241,-0.329405,8941.3
19400,1,2.206266,3.390423,9.646e-05,32.9688,-0.329807,8963.9
19450,1,2.514217,3.387863,9.644e-05,32.9825,-0.330076,8986.5
19500,1,2.481932,3.385511,9.642e-05,32.975,-0.330216,9009.2
19550,1,2.528853,3.383226,9.64e-05,32.9738,-0.330482,9031.9
19600,1,2.636413,3.380752,9.638e-05,32.9894,-0.330749,9054.5
19650,1,2.586016,3.378085,9.636e-05,33.0008,-0.331007,9077.2
19700,1,2.545655,3.375688,9.634e-05,33.0107,-0.331243,9099.9
19750,1,1.905125,3.373474,9.632e-05,33.0053,-0.331421,9122.7
19800,1,2.663828,3.370881,9.63e-05,33.0388,-0.331751,9145.5
19850,1,1.980654,3.367989,9.628e-05,33.0721,-0.332071,9168.1
19900,1,2.297934,3.365356,9.626e-05,33.0952,-0.332352,9190.7
19950,1,2.446136,3.362505,9.624e-05,33.1475,-0.332753,9213.4
20000,1,2.55526,3.359869,9.622e-05,33.1742,-0.333029,9236.1
20050,1,2.450843,3.35787,9.62e-05,33.1481,-0.333199,9263.0
20100,1,2.121006,3.355417,9.618e-05,33.172,-0.333467,9285.7
20150,1,2.133071,3.35306,9.616e-05,33.1798,-0.333652,9308.4
20200,1,2.494854,3.350528,9.614e-05,33.2267,-0.333986,9331.0
20250,1,2.330547,3.348219,9.611e-05,33.2376,-0.334285,9353.8
20300,1,2.536324,3.346254,9.609e-05,33.2132,-0.334443,9376.5
20350,1,2.499111,3.344075,9.607e-05,33.2207,-0.334695,9399.2
20400,1,2.558508,3.341395,9.605e-05,33.262,-0.335061,9421.8
20450,1,2.04993,3.338874,9.603e-05,33.2826,-0.335317,9444.5
20500,1,2.251501,3.336576,9.601e-05,33.2887,-0.335526,9467.1
20550,1,2.479305,3.334388,9.599e-05,33.2921,-0.335734,9489.7
20600,1,2.582338,3.332191,9.597e-05,33.302,-0.335961,9512.4
20650,1,2.558815,3.329879,9.594e-05,33.3172,-0.336154,9534.9
20700,1,2.068732,3.327325,9.592e-05,33.3547,-0.336446,9557.6
20750,1,2.179023,3.324651,9.59e-05,33.4047,-0.33671,9580.4
20800,1,2.256971,3.322203,9.588e-05,33.43,-0.336979,9603.0
20850,1,2.155044,3.320003,9.586e-05,33.4314,-0.337161,9625.7
20900,1,2.591575,3.317774,9.584e-05,33.4389,-0.337374,9648.4
20950,1,2.098328,3.315499,9.582e-05,33.4562,-0.33765,9671.1
21000,1,2.584213,3.313238,9.579e-05,33.4907,-0.337903,9693.7
21050,1,1.997895,3.310762,9.577e-05,33.5136,-0.338174,9720.6
21100,1,2.139408,3.308305,9.575e-05,33.5397,-0.338476,9743.3
21150,1,2.078606,3.305963,9.573e-05,33.562,-0.33874,9765.9
21200,1,2.442806,3.304018,9.571e-05,33.5468,-0.338946,9788.6
21250,1,2.533428,3.302057,9.568e-05,33.5575,-0.339187,9811.2
21300,1,2.159798,3.299973,9.566e-05,33.5791,-0.339356,9833.9
21350,1,2.262727,3.297714,9.564e-05,33.5975,-0.339588,9856.8
21400,1,2.247746,3.295372,9.562e-05,33.6302,-0.339847,9880.7
21450,1,1.730373,3.292205,9.559e-05,33.7394,-0.340361,9904.5
21500,1,2.491728,3.290064,9.557e-05,33.7371,-0.340526,9928.4
21550,1,2.263534,3.287925,9.555e-05,33.7352,-0.34068,9952.2
21600,1,2.599382,3.285894,9.553e-05,33.7327,-0.340889,9976.7
21650,1,2.087357,3.284031,9.551e-05,33.7359,-0.34111,10000.5
21700,1,2.422097,3.281841,9.548e-05,33.7749,-0.341473,10023.1
21750,1,2.159193,3.279013,9.546e-05,33.8523,-0.341876,10045.8
21800,1,2.352984,3.276512,9.544e-05,33.8914,-0.342237,10068.4
21850,1,2.426025,3.27421,9.541e-05,33.9098,-0.342528,10091.1
21900,1,1.796538,3.2719,9.539e-05,33.9355,-0.342748,10113.8
21950,1,2.207301,3.269678,9.537e-05,33.9522,-0.343044,10136.5
22000,1,2.422824,3.267661,9.535e-05,33.9452,-0.343254,10159.2
22050,1,2.352862,3.265799,9.532e-05,33.9415,-0.343502,10185.9
22100,1,2.253837,3.263804,9.53e-05,33.9659,-0.343808,10208.7
22150,1,2.149126,3.261489,9.528e-05,34.0065,-0.343986,10231.4
22200,1,2.539161,3.259232,9.525e-05,34.0328,-0.344251,10254.1
22250,1,2.232273,3.257288,9.523e-05,34.0363,-0.344452,10276.8
22300,1,1.918219,3.255381,9.521e-05,34.0436,-0.344685,10299.5
22350,1,2.328268,3.253101,9.518e-05,34.0718,-0.34492,10322.2
22400,1,2.263732,3.251124,9.516e-05,34.0681,-0.345102,10344.8
22450,1,2.14929,3.249087,9.514e-05,34.0911,-0.345373,10367.6
22500,1,2.340169,3.246771,9.511e-05,34.1278,-0.345652,10390.3
22550,1,1.717422,3.244344,9.509e-05,34.1602,-0.345953,10413.0
22600,1,2.37142,3.241865,9.507e-05,34.2018,-0.346319,10435.6
22650,1,2.31908,3.239633,9.504e-05,34.218,-0.346569,10458.3
22700,1,2.17908,3.237234,9.502e-05,34.2705,-0.346899,10480.8
22750,1,2.116201,3.234815,9.5e-05,34.3246,-0.347267,10503.4
22800,1,2.136387,3.232922,9.497e-05,34.3018,-0.347471,10526.2
22850,1,2.633758,3.231107,9.495e-05,34.2786,-0.347568,10548.9
22900,1,2.360427,3.229243,9.493e-05,34.2829,-0.347749,10571.6
22950,1,2.268798,3.227267,9.49e-05,34.3097,-0.348056,10594.3
23000,1,2.062993,3.224908,9.488e-05,34.3657,-0.348382,10616.9
23050,1,2.089501,3.222305,9.485e-05,34.4615,-0.348821,10643.8
23100,1,2.290059,3.220119,9.483e-05,34.4882,-0.349121,10666.5
23150,1,2.558463,3.217915,9.481e-05,34.5107,-0.349408,10689.1
23200,1,1.509592,3.21529,9.478e-05,34.5812,-0.349815,10711.8
23250,1,2.085623,3.212577,9.476e-05,34.6537,-0.350192,10734.6
23300,1,2.229007,3.210128,9.473e-05,34.6717,-0.350447,10757.2
23350,1,2.13969,3.208,9.471e-05,34.672,-0.350736,10779.8
23400,1,2.388007,3.206102,9.468e-05,34.6696,-0.350924,10802.5
23450,1,2.370064,3.204267,9.466e-05,34.6632,-0.351125,10825.2
23500,1,2.348105,3.202341,9.464e-05,34.6662,-0.351358,10847.9
23550,1,2.399375,3.200461,9.461e-05,34.6653,-0.351591,10870.7
23600,1,2.264132,3.198639,9.459e-05,34.6681,-0.35176,10893.5
23650,1,2.076456,3.196726,9.456e-05,34.6814,-0.351993,10916.3
23700,1,2.498799,3.194704,9.454e-05,34.7054,-0.352214,10939.1
23750,1,2.540464,3.192763,9.451e-05,34.701,-0.35238,10961.7
23800,1,2.309967,3.190907,9.449e-05,34.7062,-0.352623,10984.4
23850,1,1.813578,3.188903,9.446e-05,34.7303,-0.352847,11007.1
23900,1,2.681712,3.186863,9.444e-05,34.7426,-0.353018,11029.7
23950,1,2.258545,3.185261,9.441e-05,34.7245,-0.353167,11052.3
24000,1,2.148368,3.183384,9.439e-05,34.7531,-0.353412,11075.0
24050,1,2.339161,3.181302,9.436e-05,34.7917,-0.353692,11101.2
24100,1,1.732766,3.178857,9.434e-05,34.8634,-0.35407,11123.8
24150,1,1.91598,3.17644,9.431e-05,34.9274,-0.354497,11146.5
24200,1,2.260563,3.174265,9.429e-05,34.9444,-0.354731,11169.1
24250,1,2.030626,3.172186,9.426e-05,34.9726,-0.354947,11191.7
24300,1,2.045031,3.169977,9.424e-05,35.0061,-0.35521,11214.3
24350,1,1.865862,3.167439,9.421e-05,35.097,-0.355579,11237.1
24400,1,2.385704,3.165633,9.419e-05,35.0714,-0.355767,11259.7
24450,1,2.481041,3.163687,9.416e-05,35.0882,-0.355971,11282.4
24500,1,2.213958,3.16167,9.413e-05,35.0975,-0.356148,11305.3
24550,1,2.112702,3.159439,9.411e-05,35.129,-0.356459,11328.0
24600,1,2.338834,3.156803,9.408e-05,35.206,-0.356854,11350.6
24650,1,2.327265,3.154652,9.406e-05,35.2186,-0.357054,11373.2
24700,1,1.698365,3.15247,9.403e-05,35.2451,-0.357305,11395.9
24750,1,1.837425,3.150106,9.401e-05,35.2936,-0.357683,11418.6
24800,1,1.733239,3.147874,9.398e-05,35.3238,-0.357984,11441.2
24850,1,2.37762,3.146009,9.395e-05,35.3197,-0.358166,11463.7
24900,1,2.101166,3.1443,9.393e-05,35.304,-0.358345,11486.3
24950,1,2.222018,3.142641,9.39e-05,35.3004,-0.358525,11509.0
25000,1,1.818198,3.140702,9.388e-05,35.3209,-0.358765,11531.6
25050,1,2.089126,3.138792,9.385e-05,35.3288,-0.358971,11558.4
25100,1,1.242694,3.136475,9.382e-05,35.3743,-0.359313,11581.0
25150,1,2.348504,3.134093,9.38e-05,35.4071,-0.359567,11603.5
25200,1,1.953391,3.131987,9.377e-05,35.4168,-0.359731,11626.1
25250,1,2.262082,3.130245,9.375e-05,35.3966,-0.359902,11648.7
25300,1,2.497069,3.128412,9.372e-05,35.4005,-0.360079,11671.2
25350,1,1.871476,3.126113,9.369e-05,35.4453,-0.360373,11693.9
25400,1,2.414132,3.123902,9.367e-05,35.4744,-0.360665,11716.5
25450,1,2.389108,3.122058,9.364e-05,35.4608,-0.36082,11739.2
25500,1,2.313621,3.120497,9.361e-05,35.4434,-0.36096,11761.9
25550,1,2.251846,3.118877,9.359e-05,35.4477,-0.361126,11784.6
25600,1,2.020775,3.116942,9.356e-05,35.4669,-0.361364,11807.4
25650,1,2.213369,3.115271,9.353e-05,35.4602,-0.361497,11830.0
25700,1,2.047125,3.113354,9.351e-05,35.4903,-0.361686,11852.6
25750,1,2.490244,3.111495,9.348e-05,35.4947,-0.361848,11875.3
25800,1,2.412221,3.109845,9.345e-05,35.479,-0.36203,11897.9
25850,1,2.307317,3.108163,9.343e-05,35.4908,-0.362253,11920.6
25900,1,1.891281,3.106226,9.34e-05,35.5145,-0.362512,11943.3
25950,1,2.170287,3.104541,9.337e-05,35.5028,-0.362666,11966.0
26000,1,2.065256,3.102546,9.334e-05,35.5544,-0.362993,11988.7
26050,1,2.352734,3.100775,9.332e-05,35.5659,-0.363238,12015.4
26100,1,1.833433,3.098722,9.329e-05,35.625,-0.363591,12038.0
26150,1,2.322412,3.096597,9.326e-05,35.6781,-0.363989,12060.7
26200,1,2.124874,3.094817,9.324e-05,35.6738,-0.36414,12083.4
26250,1,1.702972,3.092731,9.321e-05,35.7018,-0.364347,12105.9
26300,1,1.817468,3.090267,9.318e-05,35.7839,-0.364769,12128.5
26350,1,2.340625,3.088208,9.315e-05,35.8036,-0.365018,12151.1
26400,1,2.256111,3.086464,9.313e-05,35.7956,-0.365124,12173.8
26450,1,2.117721,3.084854,9.31e-05,35.7915,-0.365291,12196.4
26500,1,2.135858,3.083212,9.307e-05,35.7941,-0.365471,12219.1
26550,1,2.063366,3.081435,9.304e-05,35.8194,-0.365682,12241.9
26600,1,2.462222,3.079492,9.302e-05,35.8645,-0.365998,12264.6
26650,1,2.211589,3.077967,9.299e-05,35.8407,-0.366118,12287.3
26700,1,2.343735,3.075992,9.296e-05,35.8913,-0.366399,12310.0
26750,1,2.140762,3.074133,9.293e-05,35.8921,-0.366577,12332.5
26800,1,1.683211,3.072407,9.29e-05,35.8924,-0.366822,12355.3
26850,1,2.111659,3.070614,9.288e-05,35.9123,-0.36712,12377.9
26900,1,2.079748,3.068775,9.285e-05,35.9311,-0.367396,12400.6
26950,1,2.351617,3.066644,9.282e-05,35.9852,-0.367774,12423.4
27000,1,1.537357,3.064494,9.279e-05,36.0281,-0.368087,12446.1
27050,1,1.864232,3.062395,9.276e-05,36.0625,-0.368403,12472.4
27100,1,2.362808,3.060588,9.274e-05,36.0651,-0.368584,12494.9
27150,1,2.177755,3.059107,9.271e-05,36.0391,-0.368694,12517.5
27200,1,2.391676,3.057621,9.268e-05,36.0274,-0.368805,12540.1
27250,1,2.038124,3.056063,9.265e-05,36.0176,-0.368995,12562.8
27300,1,2.388357,3.054548,9.262e-05,36.0215,-0.369199,12585.4
27350,1,2.21391,3.052973,9.259e-05,36.0196,-0.369363,12608.1
27400,1,2.251514,3.051189,9.257e-05,36.0576,-0.369638,12630.8
27450,1,2.225396,3.049268,9.254e-05,36.0942,-0.369885,12653.6
27500,1,2.303305,3.047386,9.251e-05,36.1321,-0.370176,12676.2
27550,1,1.889145,3.045469,9.248e-05,36.1526,-0.370351,12698.8
27600,1,2.150057,3.04335,9.245e-05,36.1967,-0.370665,12721.3
27650,1,2.331371,3.04156,9.242e-05,36.2064,-0.370771,12743.9
27700,1,2.473253,3.039871,9.239e-05,36.2065,-0.370969,12766.6
27750,1,2.377306,3.038169,9.237e-05,36.2191,-0.371152,12789.3
27800,1,2.107547,3.036315,9.234e-05,36.2494,-0.371431,12812.0
27850,1,1.838709,3.034407,9.231e-05,36.2748,-0.371645,12834.7
27900,1,2.126885,3.032739,9.228e-05,36.2809,-0.37183,12857.5
27950,1,2.154504,3.031233,9.225e-05,36.2745,-0.372083,12880.2
28000,1,1.742963,3.029731,9.222e-05,36.2665,-0.372273,12902.7
28050,1,1.977857,3.02821,9.219e-05,36.266,-0.372419,12929.6
28100,1,2.288612,3.026533,9.216e-05,36.2981,-0.372664,12952.2
28150,1,1.770554,3.024694,9.213e-05,36.3242,-0.372919,12975.0
28200,1,1.837444,3.022688,9.21e-05,36.3637,-0.373208,12997.5
28250,1,1.868928,3.021053,9.207e-05,36.3671,-0.373408,13020.1
28300,1,2.103356,3.018952,9.204e-05,36.4262,-0.373675,13042.8
28350,1,2.215072,3.017177,9.202e-05,36.4282,-0.37386,13065.6
28400,1,2.163692,3.015479,9.199e-05,36.4335,-0.374019,13088.1
28450,1,2.11966,3.013567,9.196e-05,36.4617,-0.374218,13110.7
28500,1,1.410283,3.011976,9.193e-05,36.4492,-0.374336,13133.4
28550,1,2.135986,3.009941,9.19e-05,36.4899,-0.374588,13156.0
28600,1,2.069427,3.008202,9.187e-05,36.4898,-0.374739,13178.5
28650,1,1.327975,3.006347,9.184e-05,36.5098,-0.374937,13201.2
28700,1,1.784367,3.004575,9.181e-05,36.5206,-0.375109,13223.8
28750,1,1.991796,3.002861,9.178e-05,36.5327,-0.375258,13246.4
28800,1,2.185328,3.001057,9.175e-05,36.571,-0.375592,13269.1
28850,1,1.823129,2.999358,9.172e-05,36.5845,-0.375781,13291.8
28900,1,2.309043,2.997687,9.169e-05,36.6017,-0.375987,13314.4
28950,1,1.760157,2.995888,9.166e-05,36.6261,-0.376226,13337.0
29000,1,1.269289,2.993832,9.163e-05,36.6798,-0.376495,13359.6
29050,1,1.701019,2.991677,9.16e-05,36.7297,-0.376839,13386.2
29100,1,2.375569,2.989725,9.157e-05,36.7547,-0.377075,13408.9
29150,1,1.964174,2.988106,9.154e-05,36.7456,-0.377188,13431.5
29200,1,2.301623,2.986668,9.151e-05,36.7335,-0.377281,13454.1
29250,1,1.550503,2.985046,9.148e-05,36.7467,-0.377504,13476.9
29300,1,1.932191,2.983267,9.145e-05,36.7748,-0.377724,13499.5
29350,1,1.550735,2.981417,9.142e-05,36.8109,-0.37793,13522.2
29400,1,2.169125,2.979734,9.139e-05,36.8183,-0.378137,13544.8
29450,1,2.041057,2.978064,9.135e-05,36.8208,-0.378312,13567.6
29500,1,1.858118,2.97603,9.132e-05,36.8841,-0.378582,13590.2
29550,1,2.136646,2.974384,9.129e-05,36.8818,-0.378768,13612.7
29600,1,2.320902,2.973083,9.126e-05,36.8489,-0.378912,13635.3
29650,1,2.412885,2.971533,9.123e-05,36.8767,-0.379184,13657.8
29700,1,2.259625,2.969802,9.12e-05,36.9056,-0.379409,13680.4
29750,1,1.945533,2.968177,9.117e-05,36.9107,-0.379567,13703.1
29800,1,2.132091,2.966549,9.114e-05,36.9114,-0.379705,13725.8
29850,1,2.387168,2.96495,9.111e-05,36.9254,-0.379892,13748.4
29900,1,1.356723,2.963081,9.108e-05,36.968,-0.380173,13771.8
29950,1,2.38378,2.96143,9.105e-05,36.9767,-0.380349,13796.7
30000,1,2.167206,2.959796,9.102e-05,36.9938,-0.380535,13820.9
30050,1,2.410081,2.958069,9.098e-05,37.0238,-0.380765,13848.1
30100,1,1.81876,2.95622,9.095e-05,37.0474,-0.380973,13872.5
30150,1,2.373177,2.954701,9.092e-05,37.033,-0.381122,13896.6
30200,1,2.215893,2.952928,9.089e-05,37.0549,-0.381352,13920.7
30250,1,2.319852,2.951424,9.086e-05,37.0468,-0.38146,13943.9
30300,1,1.566381,2.949764,9.083e-05,37.0716,-0.381637,13966.6
30350,1,2.072863,2.948002,9.08e-05,37.0902,-0.381869,13989.2
30400,1,1.846258,2.946566,9.077e-05,37.0778,-0.382057,14012.1
30450,1,2.102845,2.945189,9.073e-05,37.0803,-0.382276,14034.7
30500,1,1.575081,2.943347,9.07e-05,37.1483,-0.382553,14057.4
30550,1,2.063271,2.941896,9.067e-05,37.1307,-0.38271,14080.0
30600,1,2.328938,2.940683,9.064e-05,37.0959,-0.382837,14102.7
30650,1,2.301838,2.939393,9.061e-05,37.0927,-0.383011,14125.3
30700,1,2.147836,2.938098,9.058e-05,37.0728,-0.383157,14147.8
30750,1,2.152147,2.936864,9.054e-05,37.0628,-0.383379,14170.7
30800,1,1.837903,2.935443,9.051e-05,37.0911,-0.383589,14193.3
30850,1,2.196282,2.934153,9.048e-05,37.0787,-0.383721,14216.0
30900,1,1.924157,2.93244,9.045e-05,37.1341,-0.384007,14238.8
30950,1,1.387775,2.930489,9.042e-05,37.2111,-0.384408,14261.4
31000,1,1.957171,2.92874,9.038e-05,37.2483,-0.384713,14284.2
31050,1,2.228184,2.927436,9.035e-05,37.2317,-0.384861,14310.6
31100,1,1.879086,2.926089,9.032e-05,37.236,-0.385083,14333.3
31150,1,2.321199,2.924287,9.029e-05,37.302,-0.385344,14356.0
31200,1,1.987128,2.922716,9.026e-05,37.308,-0.385531,14378.6
31250,1,2.025543,2.921013,9.022e-05,37.3523,-0.385787,14401.3
31300,1,2.272916,2.919345,9.019e-05,37.3734,-0.386017,14424.1
31350,1,1.498776,2.917731,9.016e-05,37.3961,-0.386264,14446.8
31400,1,1.832816,2.915955,9.013e-05,37.4331,-0.386464,14469.5
31450,1,1.795781,2.913943,9.009e-05,37.5041,-0.386816,14492.2
31500,1,1.752838,2.912185,9.006e-05,37.5377,-0.387002,14514.8
31550,1,2.220743,2.910987,9.003e-05,37.4793,-0.387088,14537.6
31600,1,1.767967,2.90972,9e-05,37.4648,-0.387227,14560.4
31650,1,1.500225,2.908116,8.996e-05,37.5026,-0.387443,14583.0
31700,1,2.171004,2.906365,8.993e-05,37.5519,-0.387709,14605.6
31750,1,1.917301,2.904985,8.99e-05,37.5324,-0.387864,14628.2
31800,1,2.635411,2.903686,8.987e-05,37.5235,-0.388016,14650.9
31850,1,2.689854,2.902536,8.983e-05,37.4858,-0.388083,14673.6
31900,1,2.198922,2.901416,8.98e-05,37.4584,-0.388222,14696.3
31950,1,2.239498,2.900278,8.977e-05,37.4518,-0.388392,14719.0
32000,1,1.405859,2.89889,8.973e-05,37.473,-0.388549,14741.7
32050,1,2.003367,2.897283,8.97e-05,37.5022,-0.388722,14768.3
32100,1,2.280811,2.896101,8.967e-05,37.4727,-0.388826,14791.0
32150,1,2.181924,2.894756,8.963e-05,37.4832,-0.388997,14813.8
32200,1,1.404346,2.893196,8.96e-05,37.5077,-0.38914,14836.5
32250,1,2.248584,2.891891,8.957e-05,37.5024,-0.389298,14859.1
32300,1,1.986659,2.89062,8.953e-05,37.5111,-0.389448,14881.6
32350,1,1.999089,2.889225,8.95e-05,37.5359,-0.389672,14904.3
32400,1,1.678856,2.88791,8.947e-05,37.5418,-0.389813,14927.0
32450,1,2.323665,2.886468,8.943e-05,37.5665,-0.390012,14949.8
32500,1,2.161475,2.885234,8.94e-05,37.5526,-0.39019,14972.3
32550,1,1.868841,2.883849,8.937e-05,37.5817,-0.390349,14995.1
32600,1,1.996589,2.882441,8.933e-05,37.6118,-0.390602,15018.7
32650,1,1.956205,2.880979,8.93e-05,37.6446,-0.390822,15042.1
32700,1,1.540263,2.879357,8.927e-05,37.702,-0.391107,15064.7
32750,1,2.016463,2.877713,8.923e-05,37.7413,-0.39138,15087.2
32800,1,1.347134,2.875997,8.92e-05,37.7761,-0.391643,15110.2
32850,1,1.809229,2.874151,8.917e-05,37.8299,-0.391895,15133.8
32900,1,2.208004,2.872583,8.913e-05,37.8278,-0.392004,15156.4
32950,1,1.911165,2.871007,8.91e-05,37.8465,-0.392246,15179.1
33000,1,1.695609,2.869268,8.906e-05,37.8804,-0.392456,15201.7
33050,1,1.835479,2.868081,8.903e-05,37.8513,-0.392535,15228.6
33100,1,2.189938,2.866894,8.9e-05,37.831,-0.392623,15251.3
33150,1,1.933209,2.86553,8.896e-05,37.8458,-0.392766,15273.9
33200,1,1.923245,2.864032,8.893e-05,37.8815,-0.392927,15296.6
33250,1,1.611807,2.862512,8.889e-05,37.9064,-0.393163,15319.3
33300,1,1.793297,2.861019,8.886e-05,37.9475,-0.393404,15341.8
33350,1,1.944007,2.859583,8.883e-05,37.9637,-0.393553,15364.4
33400,1,1.703804,2.858276,8.879e-05,37.9628,-0.393774,15387.2
33450,1,1.871679,2.85655,8.876e-05,38.0427,-0.394108,15409.9
33500,1,1.719342,2.855062,8.872e-05,38.0594,-0.394382,15432.6
33550,1,1.884718,2.853547,8.869e-05,38.0956,-0.394636,15455.4
33600,1,1.947664,2.85189,8.865e-05,38.1521,-0.394938,15478.1
33650,1,2.29084,2.850264,8.862e-05,38.17,-0.395065,15500.8
33700,1,2.115023,2.848872,8.858e-05,38.1612,-0.395174,15523.5
33750,1,2.120668,2.847721,8.855e-05,38.1267,-0.395273,15546.5
33800,1,1.752712,2.846432,8.852e-05,38.1293,-0.395411,15569.1
33850,1,2.330232,2.845258,8.848e-05,38.0976,-0.395549,15591.8
33900,1,2.195946,2.843922,8.845e-05,38.1332,-0.395795,15614.4
33950,1,1.832219,2.842232,8.841e-05,38.2016,-0.396066,15637.0
34000,1,2.161776,2.840641,8.838e-05,38.2512,-0.396319,15659.6
34050,1,1.912695,2.839348,8.834e-05,38.2355,-0.39648,15686.2
34100,1,1.834573,2.83798,8.831e-05,38.2443,-0.39659,15708.9
34150,1,2.032517,2.836557,8.827e-05,38.262,-0.396767,15731.6
34200,1,1.989524,2.835201,8.824e-05,38.2679,-0.396932,15754.3
34250,1,1.981441,2.833978,8.82e-05,38.2491,-0.397052,15777.0
34300,1,2.112536,2.832624,8.817e-05,38.2743,-0.397298,15799.6
34350,1,1.707929,2.830933,8.813e-05,38.3435,-0.397551,15822.3
34400,1,1.701055,2.829373,8.81e-05,38.371,-0.397805,15845.1
34450,1,2.099161,2.828187,8.806e-05,38.3389,-0.397925,15867.8
34500,1,2.187808,2.827101,8.803e-05,38.2947,-0.397972,15890.4
34550,1,1.929343,2.825695,8.799e-05,38.3464,-0.398251,15913.0
34600,1,2.100644,2.824124,8.796e-05,38.384,-0.398494,15935.8
34650,1,1.439703,2.822987,8.792e-05,38.3566,-0.398658,15958.6
34700,1,2.299608,2.821716,8.788e-05,38.3663,-0.398755,15981.1
34750,1,1.961058,2.82058,8.785e-05,38.3437,-0.398854,16003.7
34800,1,1.704851,2.819257,8.781e-05,38.3761,-0.39909,16026.4
34850,1,1.780581,2.817914,8.778e-05,38.4049,-0.399304,16049.1
34900,1,2.269064,2.816762,8.774e-05,38.3822,-0.399404,16071.8
34950,1,1.729306,2.815588,8.771e-05,38.3927,-0.399495,16094.5
35000,1,1.615857,2.813944,8.767e-05,38.4735,-0.39976,16117.2
35050,1,1.31252,2.812345,8.763e-05,38.5203,-0.400016,16144.2
35100,1,2.431129,2.811361,8.76e-05,38.4773,-0.400065,16167.0
35150,1,2.201411,2.810295,8.756e-05,38.4689,-0.400171,16189.8
35200,1,1.5276,2.809051,8.753e-05,38.4771,-0.400304,16212.5
35250,1,1.742294,2.807809,8.749e-05,38.4778,-0.400431,16235.3
35300,1,2.179352,2.806601,8.746e-05,38.4712,-0.400531,16258.0
35350,1,1.853949,2.805199,8.742e-05,38.5014,-0.400726,16280.7
35400,1,1.749872,2.804064,8.738e-05,38.4864,-0.400885,16303.4
35450,1,2.286032,2.802819,8.735e-05,38.4924,-0.401026,16326.0
35500,1,2.235253,2.80158,8.731e-05,38.488,-0.40114,16348.6
35550,1,1.714892,2.800303,8.727e-05,38.5083,-0.401266,16371.3
35600,1,1.825561,2.798887,8.724e-05,38.5554,-0.401532,16394.0
35650,1,1.738216,2.797488,8.72e-05,38.6051,-0.401872,16416.6
35700,1,1.798882,2.796115,8.717e-05,38.6436,-0.402024,16439.3
35750,1,2.310959,2.794885,8.713e-05,38.6278,-0.402161,16462.0
35800,1,1.570233,2.79352,8.709e-05,38.6537,-0.402386,16484.7
35850,1,2.209886,2.792176,8.706e-05,38.6655,-0.402548,16507.3
35900,1,1.512784,2.790854,8.702e-05,38.6801,-0.402726,16530.0
35950,1,1.866744,2.789241,8.698e-05,38.7625,-0.402994,16552.7
36000,1,1.842555,2.787784,8.695e-05,38.7866,-0.403224,16575.4
36050,1,1.859951,2.786112,8.691e-05,38.8604,-0.40353,16605.0
36100,1,1.730594,2.784793,8.687e-05,38.8502,-0.403638,16627.8
36150,1,1.653839,2.783528,8.684e-05,38.8466,-0.40379,16650.5
36200,1,2.090948,2.78233,8.68e-05,38.8383,-0.403921,16673.1
36250,1,2.314904,2.781304,8.676e-05,38.8088,-0.403977,16695.7
36300,1,2.065756,2.780476,8.673e-05,38.7778,-0.404084,16718.2
36350,1,1.428678,2.779102,8.669e-05,38.8311,-0.404314,16741.0
36400,1,2.26985,2.777726,8.665e-05,38.8551,-0.404481,16763.4
36450,1,2.183379,2.776292,8.662e-05,38.8894,-0.404685,16785.9
36500,1,1.592833,2.774814,8.658e-05,38.9282,-0.404883,16808.6
36550,1,1.922055,2.773379,8.654e-05,38.9683,-0.40508,16831.0
36600,1,1.776561,2.77187,8.65e-05,39.0102,-0.405294,16853.7
36650,1,1.866133,2.770512,8.647e-05,39.025,-0.405452,16876.5
36700,1,2.041836,2.769285,8.643e-05,39.0153,-0.405627,16899.3
